 01;Produit;Code piece;Couleur;Taille;Libelle;Quantite;Prix unitaire;Montant
 02;Boutique;;BLAGNAC
 03;Ref. facture;;2018 50 3145 27/11/2018
 04;Total facture;;
 05;Total produits;;
 06;Cumul montant;;3384.66;;Etat courant = 'fichierTraite'
 07;ANOMALIE MONTANT;;3384.66;
 08;
001;032;HLESCE01-ECS07-133;ANSES DOUBLE CHAINE EN Â"Â TÂ Â" EN FAUX CUIR EFFET GRIFFE;UNICA;8;10,600;84,80
002;033;OBAGB001-EVS00-038;CORPS O BAG EVA COMPOUND;UNICA;10;14,400;144,00
003;030;OBAGB001-EVS00-389;CORPS O BAG EVA COMPOUND;UNICA;8;14,400;115,20
004;034;OBAGB002-EVS00-075;CORPS O BAG MINI EVA COMPOUND;UNICA;10;14,400;144,00
005;029;OBAGB002-EVS00-389;CORPS O BAG MINI EVA COMPOUND;UNICA;10;14,400;144,00
006;020;OBAGB033-EVS00-017;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48
007;031;OBAGB206-EVS00-038;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;5;4,800;24,00
008;042;OBAGT002-LAS34-086;REVERS O BAG MINI EN LAINE RASEE;UNICA;2;9,660;19,32
009;038;OBAGB001-EVS00-024;CORPS O BAG EVA COMPOUND;UNICA;8;14,400;115,20
010;037;OBAGB001-EVS00-541;CORPS O BAG EVA COMPOUND;UNICA;6;14,400;86,40
011;040;OBAGB002-EVS00-559;CORPS O BAG MINI EVA COMPOUND;UNICA;8;14,400;115,20
012;028;OBAGB033-EVS00-078;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48
013;039;OBAGB033-EVS00-371;CORPS O BAG URBAN EVA COMPOUND;UNICA;1;14,160;14,16
014;025;OBAGB034-EVS00-024;CORPS O BAG GLAM EVA COMPOUND;UNICA;2;11,880;23,76
015;036;OBAGB034-EVS00-071;CORPS O BAG GLAM EVA COMPOUND;UNICA;3;11,880;35,64
016;043;OBAGB206-EVS00-024;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;5;4,800;24,00
017;035;OBAGB206-EVS00-559;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;4;4,800;19,20
018;026;OBAGS001-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;5;10,800;54,00
019;044;OBAGS001-TESR1-086;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;2;10,800;21,60
020;027;OBAGS001-TESR1-258;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;8;10,800;86,40
021;021;OBAGS002-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;3;9,000;27,00
022;022;OBAGS002-TESR1-055;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;5;9,000;45,00
023;024;OBAGS002-TESR1-086;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;5;9,000;45,00
024;023;OBAGS002-TESR1-258;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;3;9,000;27,00
025;041;SHOUX101-ECS00-018;BANDOULIÃˆRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR;UNICA;2;18,960;37,92
026;015;ACCEC020-EVS47-055;ACCESSOIRE POMPON + NÅ'UD EVA COMPOUND + FAUSSE FOURRURE RENARD;UNICA;15;5,900;88,50
027;013;ACCEC020-EVS47-076;ACCESSOIRE POMPON + NÅ'UD EVA COMPOUND + FAUSSE FOURRURE RENARD;UNICA;10;5,900;59,00
028;006;ACCEC020-EVS47-371;ACCESSOIRE POMPON + NÅ'UD EVA COMPOUND + FAUSSE FOURRURE RENARD;UNICA;10;5,900;59,00
029;005;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN Â"Â TÂ Â" EN FAUX CUIR;UNICA;10;12,660;126,60
030;004;HLESF800-ECS94-055;ANSES COURTES AVEC BOUCLE FAUX CUIR EFFET GRIFFE + STRASS;UNICA;10;9,000;90,00
031;011;HLESF800-ECS94-559;ANSES COURTES AVEC BOUCLE FAUX CUIR EFFET GRIFFE + STRASS;UNICA;6;9,000;54,00
032;017;OBAGB001-EVS00-076;CORPS O BAG EVA COMPOUND;UNICA;4;14,400;57,60
033;007;OBAGB002-EVS00-076;CORPS O BAG MINI EVA COMPOUND;UNICA;5;14,400;72,00
034;003;OBAGB024-EVS00-076;CORPS O POCKET MICRO EVA COMPOUND;UNICA;5;4,800;24,00
035;012;OBAGC101-FAS01-055;COVER O BAG EN FAUSSE FOURRURE LAPIN;UNICA;6;29,400;176,40
036;014;OBAGC101-FAS01-371;COVER O BAG EN FAUSSE FOURRURE LAPIN;UNICA;4;29,400;117,60
037;046;OBAGC102-FAS01-055;COVER O BAG MINI EN FAUSSE FOURRURE LAPIN;UNICA;6;25,680;154,08
038;045;OBAGC102-FAS01-371;COVER O BAG MINI EN FAUSSE FOURRURE LAPIN;UNICA;4;25,680;102,72
039;010;OBAGP006-TEST5-055;RABAT O POCKET EN TISSU LAINE TRESSEE + BIJOUX;UNICA;6;12,100;72,60
040;018;OBAGPA24-TEST9-017;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;3;11,200;33,60
041;016;OBAGPA24-TEST9-018;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;4;11,200;44,80
042;002;OBAGPA24-TEST9-055;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;4;11,200;44,80
043;019;OBAGPA24-TEST9-134;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;3;11,200;33,60
044;009;OCLKD001-MESC2-055;O CLOCK MECANISME SHINY CRYSTALS;UNICA;15;10,900;163,50
045;008;OCLKD001-MESC2-076;O CLOCK MECANISME SHINY CRYSTALS;UNICA;10;10,900;109,00
046;001;OCLKD001-MESC2-389;O CLOCK MECANISME SHINY CRYSTALS;UNICA;15;10,900;163,50
